timestamp,frame,model,class,confidence
2025-04-29 00:04:22,1294,FishInv,11,0.829
2025-04-29 00:04:22,1297,MegaFauna,2,0.882
2025-04-29 00:04:22,1298,Trash,2,0.896
2025-04-29 00:04:22,1298,Trash,2,0.733
2025-04-29 00:04:23,1302,FishInv,11,0.851
2025-04-29 00:04:23,1304,MegaFauna,2,0.894
2025-04-29 00:04:23,1306,Trash,2,0.889
2025-04-29 00:04:23,1306,Trash,2,0.761
2025-04-29 00:04:23,1307,FishInv,11,0.856
2025-04-29 00:04:24,1310,MegaFauna,2,0.883
2025-04-29 00:04:24,1311,Trash,2,0.869
2025-04-29 00:04:24,1311,Trash,2,0.665
2025-04-29 00:04:24,1313,FishInv,11,0.878
2025-04-29 00:04:24,1315,MegaFauna,2,0.864
2025-04-29 00:04:24,1316,Trash,2,0.903
2025-04-29 00:04:24,1316,Trash,2,0.815
2025-04-29 00:04:24,1316,Trash,2,0.522
2025-04-29 00:04:24,1318,FishInv,11,0.875
2025-04-29 00:04:25,1319,MegaFauna,2,0.881
2025-04-29 00:04:25,1321,Trash,2,0.895
2025-04-29 00:04:25,1321,Trash,2,0.807
2025-04-29 00:04:25,1321,Trash,2,0.53
2025-04-29 00:04:25,1322,FishInv,11,0.873
2025-04-29 00:04:25,1324,MegaFauna,2,0.889
2025-04-29 00:04:25,1325,Trash,2,0.903
2025-04-29 00:04:25,1325,Trash,2,0.854
2025-04-29 00:04:25,1325,Trash,2,0.619
2025-04-29 00:04:25,1327,FishInv,11,0.867
2025-04-29 00:04:25,1328,MegaFauna,2,0.89
2025-04-29 00:04:26,1330,Trash,2,0.878
2025-04-29 00:04:26,1330,Trash,2,0.855
2025-04-29 00:04:26,1333,FishInv,11,0.839
2025-04-29 00:04:26,1334,MegaFauna,2,0.909
2025-04-29 00:04:26,1336,Trash,2,0.849
2025-04-29 00:04:26,1336,Trash,2,0.752
2025-04-29 00:04:26,1337,FishInv,11,0.788
2025-04-29 00:04:27,1339,MegaFauna,2,0.927
2025-04-29 00:04:27,1340,Trash,2,0.818
2025-04-29 00:04:27,1342,FishInv,11,0.84
2025-04-29 00:04:27,1344,MegaFauna,2,0.915
2025-04-29 00:04:27,1345,Trash,2,0.846
2025-04-29 00:04:27,1345,Trash,2,0.764
2025-04-29 00:04:27,1347,FishInv,11,0.861
2025-04-29 00:04:28,1348,MegaFauna,2,0.893
2025-04-29 00:04:28,1350,Trash,2,0.891
2025-04-29 00:04:28,1350,Trash,2,0.855
2025-04-29 00:04:28,1351,FishInv,11,0.828
2025-04-29 00:04:28,1353,MegaFauna,2,0.899
2025-04-29 00:04:28,1354,Trash,2,0.788
2025-04-29 00:04:28,1354,Trash,2,0.713
2025-04-29 00:04:28,1354,Trash,2,0.521
2025-04-29 00:04:28,1356,FishInv,11,0.847
2025-04-29 00:04:28,1358,MegaFauna,2,0.918
2025-04-29 00:04:29,1360,Trash,2,0.788
2025-04-29 00:04:29,1360,Trash,2,0.772
2025-04-29 00:04:29,1361,FishInv,11,0.788
2025-04-29 00:04:29,1363,MegaFauna,2,0.881
2025-04-29 00:04:29,1364,Trash,2,0.8
2025-04-29 00:04:29,1364,Trash,2,0.765
2025-04-29 00:04:29,1367,FishInv,11,0.776
2025-04-29 00:04:29,1367,FishInv,7,0.515
2025-04-29 00:04:30,1370,MegaFauna,2,0.899
2025-04-29 00:04:30,1371,Trash,2,0.758
2025-04-29 00:04:30,1373,FishInv,11,0.723
2025-04-29 00:04:30,1374,MegaFauna,2,0.89
2025-04-29 00:04:30,1376,Trash,2,0.793
2025-04-29 00:04:30,1376,Trash,2,0.571
2025-04-29 00:04:30,1377,FishInv,11,0.831
2025-04-29 00:04:31,1379,MegaFauna,2,0.883
2025-04-29 00:04:31,1380,Trash,2,0.821
2025-04-29 00:04:31,1380,Trash,2,0.551
2025-04-29 00:04:31,1382,FishInv,11,0.661
2025-04-29 00:04:31,1384,MegaFauna,2,0.9
2025-04-29 00:04:31,1385,Trash,2,0.584
2025-04-29 00:04:31,1385,Trash,2,0.579
2025-04-29 00:04:31,1388,MegaFauna,2,0.912
2025-04-29 00:04:32,1395,MegaFauna,2,0.833
2025-04-29 00:04:33,1403,MegaFauna,2,0.568
2025-04-29 00:04:34,1412,FishInv,14,0.8
2025-04-29 00:04:37,1444,FishInv,14,0.501
2025-04-29 00:15:12,211,Trash,7,0.688
2025-04-29 00:15:12,211,Trash,3,0.563
2025-04-29 00:15:13,226,Trash,7,0.724
2025-04-29 00:15:13,229,FishInv,4,0.511
2025-04-29 00:15:15,243,Trash,7,0.72
2025-04-29 00:15:15,243,Trash,3,0.654
2025-04-29 00:15:16,251,Trash,7,0.71
2025-04-29 00:15:16,257,Trash,7,0.664
2025-04-29 00:15:16,257,Trash,3,0.509
2025-04-29 00:15:17,263,Trash,7,0.662
2025-04-29 00:15:17,267,Trash,7,0.695
2025-04-29 00:15:18,272,Trash,7,0.723
2025-04-29 00:15:19,278,Trash,7,0.712
2025-04-29 00:15:19,282,Trash,7,0.74
2025-04-29 00:15:20,287,Trash,7,0.694
2025-04-29 00:15:20,292,Trash,7,0.754
2025-04-29 00:15:20,292,Trash,3,0.527
2025-04-29 00:15:21,297,Trash,7,0.574
2025-04-29 00:15:21,301,Trash,7,0.699
2025-04-29 00:15:21,302,FishInv,4,0.723
2025-04-29 00:15:22,311,Trash,7,0.69
2025-04-29 00:15:23,316,Trash,7,0.755
2025-04-29 00:15:23,316,Trash,3,0.574
2025-04-29 00:15:23,319,Trash,7,0.713
2025-04-29 00:15:23,319,Trash,3,0.644
2025-04-29 00:15:24,324,Trash,7,0.659
2025-04-29 00:15:24,327,Trash,7,0.771
2025-04-29 00:15:24,327,Trash,3,0.641
2025-04-29 00:15:25,333,Trash,7,0.785
2025-04-29 00:15:25,333,Trash,3,0.706
2025-04-29 00:15:25,336,Trash,7,0.791
2025-04-29 00:15:25,336,Trash,3,0.687
2025-04-29 00:15:27,347,Trash,7,0.628
2025-04-29 00:15:27,352,Trash,7,0.587
2025-04-29 00:15:28,357,Trash,7,0.686
2025-04-29 00:15:28,362,Trash,7,0.735
2025-04-29 00:15:29,366,Trash,7,0.744
2025-04-29 00:15:29,372,Trash,7,0.742
2025-04-29 00:15:29,372,Trash,3,0.589
2025-04-29 00:15:30,373,FishInv,4,0.517
2025-04-29 00:15:30,377,FishInv,4,0.667
2025-04-29 00:15:31,384,Trash,7,0.623
2025-04-29 00:15:31,385,FishInv,1,0.575
2025-04-29 00:15:32,393,Trash,7,0.789
2025-04-29 00:15:32,393,Trash,3,0.521
2025-04-29 00:15:32,395,FishInv,4,0.61
2025-04-29 00:15:33,399,FishInv,4,0.521
2025-04-29 00:15:34,408,Trash,7,0.758
2025-04-29 00:15:34,413,Trash,7,0.766
2025-04-29 00:15:35,416,Trash,7,0.759
2025-04-29 00:15:35,422,Trash,7,0.778
2025-04-29 00:15:36,427,Trash,7,0.817
2025-04-29 00:15:36,427,Trash,3,0.558
2025-04-29 00:15:37,433,Trash,7,0.765
2025-04-29 00:15:37,437,Trash,7,0.692
2025-04-29 00:15:37,437,Trash,3,0.507
2025-04-29 00:15:38,443,Trash,7,0.748
2025-04-29 00:15:38,446,Trash,7,0.744
2025-04-29 00:15:39,451,Trash,7,0.774
2025-04-29 00:15:39,455,Trash,7,0.735
2025-04-29 00:15:40,457,FishInv,4,0.756
2025-04-29 00:15:40,461,FishInv,4,0.618
2025-04-29 00:15:41,469,Trash,7,0.756
2025-04-29 00:15:41,471,FishInv,4,0.551
2025-04-29 00:15:42,480,Trash,7,0.668
2025-04-29 00:15:42,481,FishInv,4,0.797
2025-04-29 00:15:43,488,FishInv,4,0.626
2025-04-29 00:15:44,498,Trash,7,0.701
2025-04-29 00:15:44,500,FishInv,4,0.526
2025-04-29 00:15:45,506,FishInv,4,0.783
2025-04-29 00:15:45,510,FishInv,4,0.58
2025-04-29 00:15:46,515,FishInv,4,0.537
2025-04-29 00:15:48,530,FishInv,4,0.606
2025-04-29 00:15:48,536,FishInv,4,0.67
2025-04-29 00:15:52,566,Trash,7,0.516
2025-04-29 00:15:52,570,Trash,7,0.644
2025-04-29 00:15:53,575,Trash,7,0.661
2025-04-29 00:15:53,580,Trash,7,0.682
2025-04-29 00:15:54,586,Trash,7,0.623
2025-04-29 00:15:55,591,Trash,7,0.741
2025-04-29 00:15:55,594,Trash,7,0.665
2025-04-29 00:15:56,599,Trash,7,0.609
2025-04-29 00:15:56,603,Trash,7,0.624
2025-04-29 00:15:57,604,Trash,7,0.724
2025-04-29 00:16:36,95,FishInv,4,0.595
2025-04-29 00:16:42,145,FishInv,4,0.516
2025-04-29 00:16:52,228,FishInv,12,0.663
2025-04-29 00:16:55,260,MegaFauna,2,0.544
2025-04-29 00:16:55,263,MegaFauna,2,0.532
2025-04-29 00:16:58,280,MegaFauna,2,0.513
2025-04-29 00:16:58,288,MegaFauna,2,0.65
2025-04-29 00:17:00,300,MegaFauna,2,0.74
2025-04-29 00:17:01,308,MegaFauna,2,0.772
2025-04-29 00:17:01,313,MegaFauna,2,0.737
2025-04-29 00:17:02,317,MegaFauna,2,0.643
2025-04-29 00:17:02,321,MegaFauna,2,0.807
2025-04-29 00:17:03,326,MegaFauna,2,0.649
2025-04-29 00:17:14,430,MegaFauna,2,0.615
2025-04-29 00:17:26,531,FishInv,4,0.838
2025-04-29 00:17:27,541,FishInv,4,0.598
2025-04-29 00:17:28,544,FishInv,4,0.769
2025-04-29 00:17:28,549,FishInv,4,0.787
2025-04-29 00:17:31,577,FishInv,4,0.669
2025-04-29 00:17:32,582,FishInv,4,0.558
2025-04-29 00:17:33,586,FishInv,4,0.554
2025-04-29 00:17:50,740,MegaFauna,2,0.65
2025-04-29 00:17:52,756,MegaFauna,2,0.851
2025-04-29 00:17:52,760,MegaFauna,2,0.84
2025-04-29 00:17:53,765,MegaFauna,2,0.882
2025-04-29 00:17:53,771,MegaFauna,2,0.865
2025-04-29 00:17:55,781,MegaFauna,2,0.892
2025-04-29 00:17:55,786,MegaFauna,2,0.888
2025-04-29 00:17:55,789,FishInv,11,0.667
2025-04-29 00:17:56,791,MegaFauna,2,0.897
2025-04-29 00:17:56,795,FishInv,11,0.842
2025-04-29 00:17:56,796,MegaFauna,2,0.906
2025-04-29 00:17:56,800,FishInv,11,0.784
2025-04-29 00:17:57,802,MegaFauna,2,0.803
2025-04-29 00:17:57,804,FishInv,11,0.82
2025-04-29 00:17:57,806,MegaFauna,2,0.874
2025-04-29 00:17:57,810,FishInv,11,0.824
2025-04-29 00:17:58,812,MegaFauna,2,0.885
2025-04-29 00:17:58,815,FishInv,11,0.82
2025-04-29 00:17:58,816,MegaFauna,2,0.897
2025-04-29 00:17:58,819,FishInv,11,0.52
2025-04-29 00:17:59,821,MegaFauna,2,0.936
2025-04-29 00:17:59,824,FishInv,11,0.814
2025-04-29 00:17:59,825,MegaFauna,2,0.85
2025-04-29 00:17:59,828,FishInv,11,0.855
2025-04-29 00:18:00,830,MegaFauna,2,0.872
2025-04-29 00:18:00,831,Trash,2,0.923
2025-04-29 00:18:00,833,FishInv,11,0.824
2025-04-29 00:18:00,835,MegaFauna,2,0.837
2025-04-29 00:18:00,838,FishInv,11,0.773
2025-04-29 00:18:01,840,MegaFauna,2,0.927
2025-04-29 00:18:01,844,FishInv,11,0.867
2025-04-29 00:18:01,846,MegaFauna,2,0.891
2025-04-29 00:18:02,849,FishInv,11,0.859
2025-04-29 00:18:02,851,MegaFauna,2,0.855
2025-04-29 00:18:02,853,FishInv,11,0.834
2025-04-29 00:18:02,855,MegaFauna,2,0.862
2025-04-29 00:18:03,858,FishInv,11,0.821
2025-04-29 00:18:03,861,MegaFauna,2,0.862
2025-04-29 00:18:03,864,FishInv,11,0.859
2025-04-29 00:18:03,865,MegaFauna,2,0.849
2025-04-29 00:18:04,869,FishInv,11,0.859
2025-04-29 00:18:04,871,MegaFauna,2,0.837
2025-04-29 00:18:04,875,FishInv,11,0.856
2025-04-29 00:18:04,876,MegaFauna,2,0.864
2025-04-29 00:18:05,879,FishInv,11,0.858
2025-04-29 00:18:05,882,MegaFauna,2,0.87
2025-04-29 00:18:05,884,FishInv,11,0.858
2025-04-29 00:18:05,885,MegaFauna,2,0.866
2025-04-29 00:18:06,890,FishInv,11,0.715
2025-04-29 00:18:06,892,MegaFauna,2,0.88
2025-04-29 00:18:06,896,FishInv,11,0.504
2025-04-29 00:18:07,898,MegaFauna,2,0.895
2025-04-29 00:18:07,901,FishInv,11,0.695
2025-04-29 00:18:07,902,MegaFauna,2,0.916
2025-04-29 00:18:08,907,MegaFauna,2,0.896
2025-04-29 00:18:08,908,Trash,2,0.906
2025-04-29 00:18:08,910,FishInv,11,0.752
2025-04-29 00:18:08,911,MegaFauna,2,0.905
2025-04-29 00:18:08,913,Trash,2,0.905
2025-04-29 00:18:09,916,MegaFauna,2,0.879
2025-04-29 00:18:09,917,Trash,2,0.922
2025-04-29 00:18:09,921,MegaFauna,2,0.875
2025-04-29 00:18:09,924,Trash,2,0.906
2025-04-29 00:18:10,927,MegaFauna,2,0.882
2025-04-29 00:18:10,928,Trash,2,0.909
2025-04-29 00:18:10,930,MegaFauna,2,0.864
2025-04-29 00:18:10,932,Trash,2,0.907
2025-04-29 00:18:11,936,MegaFauna,2,0.883
2025-04-29 00:18:11,936,Trash,2,0.902
2025-04-29 00:18:11,940,MegaFauna,2,0.89
2025-04-29 00:18:11,944,FishInv,11,0.801
2025-04-29 00:18:12,946,MegaFauna,2,0.815
2025-04-29 00:18:12,950,FishInv,11,0.776
2025-04-29 00:18:12,951,MegaFauna,2,0.876
2025-04-29 00:18:13,955,MegaFauna,2,0.838
2025-04-29 00:18:13,959,FishInv,11,0.669
2025-04-29 00:18:13,959,MegaFauna,2,0.75
2025-04-29 00:18:13,963,MegaFauna,2,0.825
2025-04-29 00:18:15,979,FishInv,4,0.59
2025-04-29 00:27:25,409,FishInv,11,0.569
2025-04-29 00:27:26,417,MegaFauna,2,0.818
2025-04-29 00:27:27,424,MegaFauna,2,0.844
2025-04-29 00:27:28,432,MegaFauna,2,0.915
2025-04-29 00:27:29,440,MegaFauna,2,0.853
2025-04-29 00:27:29,444,FishInv,11,0.762
2025-04-29 00:27:29,447,MegaFauna,2,0.921
2025-04-29 00:27:29,447,MegaFauna,2,0.764
2025-04-29 00:27:30,453,FishInv,11,0.573
2025-04-29 00:27:30,455,MegaFauna,2,0.932
2025-04-29 00:27:30,455,MegaFauna,2,0.678
2025-04-29 00:27:30,460,FishInv,11,0.848
2025-04-29 00:27:31,462,MegaFauna,2,0.927
2025-04-29 00:27:31,466,FishInv,11,0.834
2025-04-29 00:27:31,469,MegaFauna,2,0.91
2025-04-29 00:27:32,471,FishInv,11,0.893
2025-04-29 00:27:32,474,MegaFauna,2,0.898
2025-04-29 00:27:32,474,MegaFauna,2,0.515
2025-04-29 00:27:32,477,FishInv,11,0.711
2025-04-29 00:27:32,479,MegaFauna,2,0.92
2025-04-29 00:27:33,484,FishInv,11,0.835
2025-04-29 00:27:33,485,MegaFauna,2,0.908
2025-04-29 00:27:34,489,FishInv,11,0.919
2025-04-29 00:27:34,490,MegaFauna,2,0.925
2025-04-29 00:27:34,494,FishInv,11,0.905
2025-04-29 00:27:34,496,MegaFauna,2,0.92
2025-04-29 00:27:35,500,FishInv,11,0.852
2025-04-29 00:27:35,501,MegaFauna,2,0.922
2025-04-29 00:27:35,505,FishInv,11,0.93
2025-04-29 00:27:35,506,MegaFauna,2,0.9
2025-04-29 00:27:36,509,FishInv,11,0.846
2025-04-29 00:27:36,512,MegaFauna,2,0.92
2025-04-29 00:27:37,518,MegaFauna,2,0.936
2025-04-29 00:27:37,521,FishInv,11,0.913
2025-04-29 00:27:37,524,MegaFauna,2,0.925
2025-04-29 00:27:37,526,FishInv,11,0.852
2025-04-29 00:27:38,529,MegaFauna,2,0.908
2025-04-29 00:27:38,532,FishInv,11,0.731
2025-04-29 00:27:38,534,MegaFauna,2,0.918
2025-04-29 00:27:38,536,FishInv,11,0.891
2025-04-29 00:27:39,538,MegaFauna,2,0.919
2025-04-29 00:27:39,541,FishInv,11,0.759
2025-04-29 00:27:39,543,MegaFauna,2,0.922
2025-04-29 00:27:39,546,FishInv,11,0.759
2025-04-29 00:27:39,547,MegaFauna,2,0.91
2025-04-29 00:27:40,551,FishInv,11,0.816
2025-04-29 00:27:40,553,MegaFauna,2,0.934
2025-04-29 00:27:40,556,FishInv,11,0.899
2025-04-29 00:27:41,557,MegaFauna,2,0.926
2025-04-29 00:27:41,560,FishInv,11,0.91
2025-04-29 00:27:41,562,MegaFauna,2,0.923
2025-04-29 00:27:41,565,FishInv,11,0.907
2025-04-29 00:27:41,566,MegaFauna,2,0.919
2025-04-29 00:27:42,570,FishInv,11,0.926
2025-04-29 00:27:42,572,MegaFauna,2,0.918
2025-04-29 00:27:42,575,FishInv,11,0.886
2025-04-29 00:27:43,578,MegaFauna,2,0.924
2025-04-29 00:27:43,581,FishInv,11,0.881
2025-04-29 00:27:43,582,MegaFauna,2,0.917
2025-04-29 00:27:43,585,FishInv,11,0.852
2025-04-29 00:27:44,588,MegaFauna,2,0.853
2025-04-29 00:27:44,590,FishInv,11,0.816
2025-04-29 00:27:44,592,MegaFauna,2,0.885
2025-04-29 00:27:45,595,FishInv,11,0.875
2025-04-29 00:27:45,597,MegaFauna,2,0.884
2025-04-29 00:27:45,601,FishInv,11,0.889
2025-04-29 00:27:45,603,MegaFauna,2,0.892
2025-04-29 00:27:46,607,FishInv,11,0.855
2025-04-29 00:27:46,608,MegaFauna,2,0.888
2025-04-29 00:27:46,611,FishInv,11,0.863
2025-04-29 00:27:46,613,MegaFauna,2,0.89
2025-04-29 00:27:47,617,FishInv,11,0.887
2025-04-29 00:27:47,619,MegaFauna,2,0.913
2025-04-29 00:27:47,621,FishInv,11,0.854
2025-04-29 00:27:47,623,MegaFauna,2,0.902
2025-04-29 00:27:48,626,FishInv,11,0.883
2025-04-29 00:27:48,627,MegaFauna,2,0.88
2025-04-29 00:27:48,630,FishInv,11,0.874
2025-04-29 00:27:48,631,MegaFauna,2,0.894
2025-04-29 00:27:49,634,FishInv,11,0.89
2025-04-29 00:27:49,635,MegaFauna,2,0.875
2025-04-29 00:27:49,639,FishInv,11,0.888
2025-04-29 00:27:49,642,MegaFauna,2,0.871
2025-04-29 00:27:50,644,FishInv,11,0.887
2025-04-29 00:27:50,646,MegaFauna,2,0.86
2025-04-29 00:27:50,650,FishInv,11,0.768
2025-04-29 00:27:50,652,MegaFauna,2,0.823
2025-04-29 00:27:51,658,MegaFauna,2,0.829
2025-04-29 00:27:51,661,MegaFauna,2,0.841
2025-04-29 00:27:52,667,MegaFauna,2,0.824
2025-04-29 00:27:52,670,MegaFauna,2,0.854
2025-04-29 00:27:53,676,MegaFauna,2,0.842
2025-04-29 00:27:53,681,MegaFauna,2,0.788
2025-04-29 00:27:54,684,FishInv,11,0.804
2025-04-29 00:27:54,686,MegaFauna,2,0.846
2025-04-29 00:27:54,689,FishInv,11,0.841
2025-04-29 00:27:54,690,MegaFauna,2,0.899
2025-04-29 00:27:55,693,FishInv,11,0.867
2025-04-29 00:27:55,695,MegaFauna,2,0.875
2025-04-29 00:27:55,699,FishInv,11,0.86
2025-04-29 00:27:55,700,MegaFauna,2,0.892
2025-04-29 00:27:56,703,FishInv,11,0.86
2025-04-29 00:27:56,705,MegaFauna,2,0.873
2025-04-29 00:27:56,709,FishInv,11,0.841
2025-04-29 00:27:56,710,MegaFauna,2,0.89
2025-04-29 00:27:57,713,FishInv,11,0.825
2025-04-29 00:27:57,716,MegaFauna,2,0.879
2025-04-29 00:27:57,720,FishInv,11,0.886
2025-04-29 00:27:57,721,MegaFauna,2,0.86
2025-04-29 00:27:58,723,FishInv,11,0.866
2025-04-29 00:27:58,725,MegaFauna,2,0.842
2025-04-29 00:27:58,728,FishInv,11,0.868
2025-04-29 00:27:58,730,MegaFauna,2,0.847
2025-04-29 00:27:59,733,FishInv,11,0.887
2025-04-29 00:27:59,734,MegaFauna,2,0.841
2025-04-29 00:27:59,736,FishInv,11,0.889
2025-04-29 00:27:59,739,MegaFauna,2,0.85
2025-04-29 00:28:00,743,FishInv,11,0.87
2025-04-29 00:28:00,745,MegaFauna,2,0.906
2025-04-29 00:28:00,747,FishInv,11,0.875
2025-04-29 00:28:00,749,MegaFauna,2,0.887
2025-04-29 00:28:01,752,FishInv,11,0.875
2025-04-29 00:28:01,753,MegaFauna,2,0.872
2025-04-29 00:28:01,755,FishInv,11,0.833
2025-04-29 00:28:01,758,MegaFauna,2,0.876
2025-04-29 00:28:02,760,FishInv,11,0.846
2025-04-29 00:28:02,761,MegaFauna,2,0.823
2025-04-29 00:28:02,764,FishInv,11,0.765
2025-04-29 00:28:02,767,MegaFauna,2,0.852
2025-04-29 00:28:03,770,FishInv,11,0.805
2025-04-29 00:28:03,773,MegaFauna,2,0.879
2025-04-29 00:28:03,776,FishInv,11,0.869
2025-04-29 00:28:03,777,MegaFauna,2,0.854
2025-04-29 00:28:04,780,FishInv,11,0.801
2025-04-29 00:28:04,783,MegaFauna,2,0.876
2025-04-29 00:28:04,785,FishInv,11,0.829
2025-04-29 00:28:04,786,MegaFauna,2,0.885
2025-04-29 00:28:05,789,FishInv,7,0.543
2025-04-29 00:28:05,791,MegaFauna,2,0.884
2025-04-29 00:28:05,794,FishInv,11,0.722
2025-04-29 00:28:05,795,MegaFauna,2,0.824
2025-04-29 00:28:06,800,MegaFauna,2,0.886
2025-04-29 00:28:06,805,MegaFauna,2,0.811
2025-04-29 00:28:07,810,MegaFauna,2,0.882
2025-04-29 00:28:07,814,FishInv,11,0.822
2025-04-29 00:28:08,816,MegaFauna,2,0.862
2025-04-29 00:28:08,820,FishInv,11,0.761
2025-04-29 00:28:08,822,MegaFauna,2,0.896
2025-04-29 00:28:08,825,FishInv,11,0.843
2025-04-29 00:28:09,828,MegaFauna,2,0.864
2025-04-29 00:28:09,832,FishInv,11,0.846
2025-04-29 00:28:09,834,MegaFauna,2,0.818
2025-04-29 00:28:10,837,FishInv,11,0.695
2025-04-29 00:28:10,838,MegaFauna,2,0.866
2025-04-29 00:28:10,843,MegaFauna,2,0.831
2025-04-29 00:28:10,846,FishInv,11,0.726
2025-04-29 00:28:11,848,MegaFauna,2,0.775
2025-04-29 00:28:11,851,FishInv,11,0.799
2025-04-29 00:28:11,854,MegaFauna,2,0.882
2025-04-29 00:28:11,857,FishInv,11,0.657
2025-04-29 00:28:12,860,MegaFauna,2,0.873
2025-04-29 00:28:12,863,FishInv,11,0.771
2025-04-29 00:28:12,865,MegaFauna,2,0.887
2025-04-29 00:28:12,868,FishInv,11,0.652
2025-04-29 00:28:13,871,MegaFauna,2,0.851
2025-04-29 00:28:13,875,FishInv,11,0.887
2025-04-29 00:28:13,878,MegaFauna,2,0.877
2025-04-29 00:28:14,880,FishInv,11,0.836
2025-04-29 00:28:14,882,MegaFauna,2,0.895
2025-04-29 00:28:14,886,FishInv,11,0.893
2025-04-29 00:28:14,887,MegaFauna,2,0.881
2025-04-29 00:28:15,890,FishInv,11,0.907
2025-04-29 00:28:15,892,MegaFauna,2,0.913
2025-04-29 00:28:15,895,FishInv,11,0.885
2025-04-29 00:28:15,897,MegaFauna,2,0.914
2025-04-29 00:28:16,899,FishInv,11,0.89
2025-04-29 00:28:16,901,MegaFauna,2,0.909
2025-04-29 00:28:16,904,FishInv,11,0.901
2025-04-29 00:28:17,906,MegaFauna,2,0.905
2025-04-29 00:28:17,908,FishInv,11,0.882
2025-04-29 00:28:17,910,MegaFauna,2,0.933
2025-04-29 00:28:17,914,FishInv,11,0.898
2025-04-29 00:28:17,915,MegaFauna,2,0.916
2025-04-29 00:28:18,919,FishInv,11,0.894
2025-04-29 00:28:18,920,MegaFauna,2,0.931
2025-04-29 00:28:18,923,FishInv,11,0.822
2025-04-29 00:28:18,924,MegaFauna,2,0.931
2025-04-29 00:28:19,929,MegaFauna,2,0.886
2025-04-29 00:28:19,932,FishInv,11,0.873
2025-04-29 00:28:19,933,MegaFauna,2,0.907
2025-04-29 00:28:20,936,FishInv,11,0.896
2025-04-29 00:28:20,938,MegaFauna,2,0.945
2025-04-29 00:28:20,941,FishInv,11,0.576
2025-04-29 00:28:20,942,MegaFauna,2,0.93
2025-04-29 00:28:21,945,FishInv,11,0.862
2025-04-29 00:28:21,946,MegaFauna,2,0.935
2025-04-29 00:28:21,949,FishInv,11,0.757
2025-04-29 00:28:21,951,MegaFauna,2,0.943
2025-04-29 00:28:22,955,FishInv,11,0.776
2025-04-29 00:28:22,957,MegaFauna,2,0.938
2025-04-29 00:28:22,960,FishInv,11,0.906
2025-04-29 00:28:22,962,MegaFauna,2,0.949
2025-04-29 00:28:23,965,FishInv,11,0.892
2025-04-29 00:28:23,967,MegaFauna,2,0.918
2025-04-29 00:28:23,970,FishInv,11,0.889
2025-04-29 00:28:23,972,MegaFauna,2,0.91
2025-04-29 00:28:24,975,FishInv,11,0.861
2025-04-29 00:28:24,977,MegaFauna,2,0.902
2025-04-29 00:28:24,980,FishInv,11,0.892
2025-04-29 00:28:24,981,MegaFauna,2,0.927
2025-04-29 00:28:24,984,FishInv,11,0.901
2025-04-29 00:28:25,987,MegaFauna,2,0.925
2025-04-29 00:28:25,989,FishInv,11,0.889
2025-04-29 00:28:25,991,MegaFauna,2,0.929
2025-04-29 00:28:25,993,Trash,2,0.914
2025-04-29 00:28:25,994,FishInv,11,0.872
2025-04-29 00:28:26,996,MegaFauna,2,0.91
2025-04-29 00:28:26,999,FishInv,11,0.798
2025-04-29 00:28:26,1001,MegaFauna,2,0.9
2025-04-29 00:28:27,1003,FishInv,11,0.859
2025-04-29 00:28:27,1005,MegaFauna,2,0.92
2025-04-29 00:28:27,1007,FishInv,11,0.884
2025-04-29 00:28:27,1009,MegaFauna,2,0.914
2025-04-29 00:28:27,1011,FishInv,11,0.902
2025-04-29 00:28:28,1013,MegaFauna,2,0.9
2025-04-29 00:28:28,1016,FishInv,11,0.868
2025-04-29 00:28:28,1017,MegaFauna,2,0.906
2025-04-29 00:28:28,1020,FishInv,11,0.89
2025-04-29 00:28:29,1023,MegaFauna,2,0.928
2025-04-29 00:28:29,1026,FishInv,11,0.885
2025-04-29 00:28:29,1028,MegaFauna,2,0.929
2025-04-29 00:28:29,1030,FishInv,11,0.869
2025-04-29 00:28:30,1032,MegaFauna,2,0.908
2025-04-29 00:28:30,1035,FishInv,11,0.893
2025-04-29 00:28:30,1037,MegaFauna,2,0.939
2025-04-29 00:28:30,1039,FishInv,11,0.897
2025-04-29 00:28:31,1041,MegaFauna,2,0.914
2025-04-29 00:28:31,1044,FishInv,11,0.905
2025-04-29 00:28:31,1047,MegaFauna,2,0.929
2025-04-29 00:28:32,1049,FishInv,11,0.85
2025-04-29 00:28:32,1051,MegaFauna,2,0.925
2025-04-29 00:28:32,1054,FishInv,11,0.841
2025-04-29 00:28:32,1056,MegaFauna,2,0.937
2025-04-29 00:28:33,1060,FishInv,11,0.816
2025-04-29 00:28:33,1061,MegaFauna,2,0.925
2025-04-29 00:28:33,1064,FishInv,11,0.82
2025-04-29 00:28:33,1065,MegaFauna,2,0.926
2025-04-29 00:28:34,1068,FishInv,11,0.903
2025-04-29 00:28:34,1070,MegaFauna,2,0.918
2025-04-29 00:28:34,1072,FishInv,11,0.824
2025-04-29 00:28:34,1074,MegaFauna,2,0.931
2025-04-29 00:28:35,1078,FishInv,11,0.82
2025-04-29 00:28:35,1078,MegaFauna,2,0.936
2025-04-29 00:28:35,1081,FishInv,11,0.818
2025-04-29 00:28:35,1083,MegaFauna,2,0.932
2025-04-29 00:28:35,1084,FishInv,11,0.863
2025-04-29 00:28:36,1087,MegaFauna,2,0.929
